UserID;Province;Gender;Race;Age;Channel;Age_Group;Record_Date;Record_Time;Time_Of_Day;Duration_Time;Day_Name;Month_Name
772477;Kwazulu Natal;female;black;35;Africa Magic;Adult;2016/02/02;15:59:00;Midday;01:30:55;Tue;Feb
772477;Kwazulu Natal;female;black;35;Boomerang;Adult;2016/01/04;07:16:00;Morning;02:00:49;Mon;Jan
772477;Kwazulu Natal;female;black;35;Channel O;Adult;2016/01/07;13:00:00;Midday;02:38:27;Thu;Jan
772477;Kwazulu Natal;female;black;35;Africa Magic;Adult;2016/01/05;14:11:00;Midday;01:30:00;Tue;Jan
772477;Kwazulu Natal;female;black;35;Cartoon Network;Adult;2016/01/04;06:40:00;Morning;01:31:12;Mon;Jan
772477;Kwazulu Natal;female;black;35;Trace TV;Adult;2016/01/18;06:19:00;Morning;02:18:15;Mon;Jan
772477;Kwazulu Natal;female;black;35;Channel O;Adult;2016/01/04;09:51:00;Morning;01:35:54;Mon;Jan
772477;Kwazulu Natal;female;black;35;Channel O;Adult;2016/01/13;18:30:00;Afternoon;02:14:09;Wed;Jan
772477;Kwazulu Natal;female;black;35;E! Entertainment;Adult;2016/01/20;05:42:00;Morning;01:43:18;Wed;Jan
772477;Kwazulu Natal;female;black;35;Africa Magic;Adult;2016/01/15;07:17:00;Morning;01:30:32;Fri;Jan
772477;Kwazulu Natal;female;black;35;Channel O;Adult;2016/02/03;20:05:00;Night;01:42:03;Wed;Feb
779980;Eastern Cape;male;coloured;46;Africa Magic;Adult;2016/02/04;08:34:00;Morning;01:30:49;Thu;Feb
817992;Kwazulu Natal;male;black;46;Africa Magic;Adult;2016/02/24;13:37:00;Midday;01:30:33;Wed;Feb
817992;Kwazulu Natal;male;black;46;Africa Magic;Adult;2016/02/25;15:54:00;Midday;01:30:18;Thu;Feb
940434;Western Cape;male;coloured;21;Cartoon Network;Adult;2016/03/31;02:03:00;Morning;01:30:00;Thu;Mar
940434;Western Cape;male;coloured;21;Boomerang;Adult;2016/03/31;08:40:00;Morning;01:30:00;Thu;Mar
940434;Western Cape;male;coloured;21;Boomerang;Adult;2016/03/31;14:59:00;Midday;01:30:00;Thu;Mar
940434;Western Cape;male;coloured;21;Cartoon Network;Adult;2016/03/30;20:15:00;Night;01:30:00;Wed;Mar
940434;Western Cape;male;coloured;21;DStv Events 1;Adult;2016/03/29;22:17:00;Night;01:31:40;Tue;Mar
2204160;Mpumalanga;male;None;34;CNN;Adult;2016/03/02;21:23:00;Night;02:07:20;Wed;Mar
2204160;Mpumalanga;male;None;34;ICC Cricket World Cup 2011;Adult;2016/02/25;12:36:00;Midday;01:39:02;Thu;Feb
2204160;Mpumalanga;male;None;34;Supersport Live Events;Adult;2016/01/05;15:02:00;Midday;01:30:00;Tue;Jan
2204160;Mpumalanga;male;None;34;CNN;Adult;2016/01/12;17:50:00;Afternoon;01:37:28;Tue;Jan
2204160;Mpumalanga;male;None;34;ICC Cricket World Cup 2011;Adult;2016/03/07;14:55:00;Midday;03:08:10;Mon;Mar
2204160;Mpumalanga;male;None;34;ICC Cricket World Cup 2011;Adult;2016/02/23;16:14:00;Afternoon;02:49:08;Tue;Feb
2204160;Mpumalanga;male;None;34;ICC Cricket World Cup 2011;Adult;2016/02/28;14:18:00;Midday;01:31:34;Sun;Feb
2426887;Gauteng;male;indian_asian;40;ICC Cricket World Cup 2011;Adult;2016/03/30;16:10:00;Afternoon;01:30:36;Wed;Mar
832504;Gauteng;male;white;25;Supersport Live Events;Adult;2016/03/05;17:19:00;Afternoon;01:34:58;Sat;Mar
832504;Gauteng;male;white;25;Supersport Live Events;Adult;2016/02/18;10:01:00;Morning;01:34:06;Thu;Feb
772529;Gauteng;male;black;27;Supersport Live Events;Adult;2016/02/26;14:40:00;Midday;01:30:54;Fri;Feb
772529;Gauteng;male;black;27;Cartoon Network;Adult;2016/02/15;14:20:00;Midday;01:30:47;Mon;Feb
772529;Gauteng;male;black;27;Supersport Live Events;Adult;2016/02/14;22:11:00;Night;01:30:50;Sun;Feb
772529;Gauteng;male;black;27;Cartoon Network;Adult;2016/01/17;13:18:00;Midday;01:31:15;Sun;Jan
772529;Gauteng;male;black;27;E! Entertainment;Adult;2016/01/17;09:57:00;Morning;01:35:48;Sun;Jan
772529;Gauteng;male;black;27;Supersport Live Events;Adult;2016/02/06;20:02:00;Night;02:20:58;Sat;Feb
772529;Gauteng;male;black;27;Supersport Live Events;Adult;2016/03/06;16:23:00;Afternoon;01:30:24;Sun;Mar
809727;Limpopo;male;indian_asian;26;ICC Cricket World Cup 2011;Adult;2016/03/11;13:12:00;Midday;01:40:24;Fri;Mar
809727;Limpopo;male;indian_asian;26;SuperSport Blitz;Adult;2016/03/15;22:38:00;Night;01:31:10;Tue;Mar
809759;Limpopo;male;indian_asian;37;ICC Cricket World Cup 2011;Adult;2016/02/24;12:00:00;Midday;01:32:26;Wed;Feb
2204253;Mpumalanga;male;indian_asian;36;ICC Cricket World Cup 2011;Adult;2016/03/30;17:13:00;Afternoon;03:25:50;Wed;Mar
930897;Mpumalanga;male;white;21;Cartoon Network;Adult;2016/03/28;17:30:00;Afternoon;01:30:30;Mon;Mar
930897;Mpumalanga;male;white;21;CNN;Adult;2016/03/28;09:53:00;Morning;01:30:43;Mon;Mar
930897;Mpumalanga;male;white;21;M-Net;Adult;2016/03/27;20:16:00;Night;01:30:14;Sun;Mar
927246;Gauteng;male;indian_asian;29;ICC Cricket World Cup 2011;Adult;2016/03/30;10:36:00;Morning;01:39:54;Wed;Mar
927246;Gauteng;male;indian_asian;29;SuperSport Blitz;Adult;2016/03/29;22:11:00;Night;01:30:28;Tue;Mar
2158646;Gauteng;male;black;33;SuperSport Live Events;Adult;2016/02/13;19:06:00;Afternoon;01:30:00;Sat;Feb
809787;Kwazulu Natal;female;black;34;Africa Magic;Adult;2016/02/09;15:38:00;Midday;02:00:44;Tue;Feb
2369790;Mpumalanga;male;indian_asian;26;ICC Cricket World Cup 2011;Adult;2016/02/19;16:57:00;Afternoon;05:33:26;Fri;Feb
2369790;Mpumalanga;male;indian_asian;26;Cartoon Network;Adult;2016/02/12;15:01:00;Midday;01:30:32;Fri;Feb
2369790;Mpumalanga;male;indian_asian;26;ICC Cricket World Cup 2011;Adult;2016/03/29;16:28:00;Afternoon;01:30:06;Tue;Mar
2369790;Mpumalanga;male;indian_asian;26;Africa Magic;Adult;2016/02/13;18:51:00;Afternoon;01:31:30;Sat;Feb
809817;Western Cape;male;black;27;Trace TV;Adult;2016/02/19;13:18:00;Midday;01:32:06;Fri;Feb
809817;Western Cape;male;black;27;Trace TV;Adult;2016/02/20;10:17:00;Morning;01:32:30;Sat;Feb
809817;Western Cape;male;black;27;Vuzu;Adult;2016/02/19;18:05:00;Afternoon;01:30:34;Fri;Feb
809817;Western Cape;male;black;27;E! Entertainment;Adult;2016/02/21;17:23:00;Afternoon;01:36:10;Sun;Feb
794277;Gauteng;male;black;33;Cartoon Network;Adult;2016/02/14;15:40:00;Midday;01:32:35;Sun;Feb
794277;Gauteng;male;black;33;SawSee;Adult;2016/02/14;21:18:00;Night;01:31:05;Sun;Feb
2204358;Western Cape;male;coloured;52;Supersport Live Events;Adult;2016/03/04;10:13:00;Morning;01:37:40;Fri;Mar
2204358;Western Cape;male;coloured;52;Cartoon Network;Adult;2016/01/22;22:47:00;Night;01:48:50;Fri;Jan
2204358;Western Cape;male;coloured;52;Supersport Live Events;Adult;2016/01/27;16:55:00;Afternoon;02:01:20;Wed;Jan
2204358;Western Cape;male;coloured;52;M-Net;Adult;2016/01/01;23:17:00;Night;01:30:09;Fri;Jan
2204358;Western Cape;male;coloured;52;SuperSport Blitz;Adult;2016/02/12;14:20:00;Midday;01:30:06;Fri;Feb
2204358;Western Cape;male;coloured;52;SuperSport Blitz;Adult;2016/03/06;00:17:00;Morning;03:39:52;Sun;Mar
484936;Eastern Cape;male;black;37;Supersport Live Events;Adult;2016/01/22;15:49:00;Midday;01:30:00;Fri;Jan
940590;Western Cape;male;coloured;27;SuperSport Blitz;Adult;2016/03/28;18:00:00;Afternoon;01:30:10;Mon;Mar
940590;Western Cape;male;coloured;27;ICC Cricket World Cup 2011;Adult;2016/03/29;16:50:00;Afternoon;01:30:22;Tue;Mar
809853;Western Cape;female;None;46;Africa Magic;Adult;2016/02/04;11:35:00;Morning;01:33:37;Thu;Feb
809853;Western Cape;female;None;46;Africa Magic;Adult;2016/02/04;21:52:00;Night;01:47:42;Thu;Feb
2369962;Gauteng;male;indian_asian;44;ICC Cricket World Cup 2011;Adult;2016/03/29;18:31:00;Afternoon;01:56:18;Tue;Mar
69707;Kwazulu Natal;male;indian_asian;34;SuperSport Blitz;Adult;2016/03/20;00:13:00;Morning;01:31:50;Sun;Mar
772665;Kwazulu Natal;male;black;34;Africa Magic;Adult;2016/02/06;17:41:00;Afternoon;02:03:01;Sat;Feb
772665;Kwazulu Natal;male;black;34;Boomerang;Adult;2016/02/03;21:26:00;Night;01:34:03;Wed;Feb
920091;Gauteng;male;indian_asian;40;SuperSport Blitz;Adult;2016/03/22;23:25:00;Night;01:30:00;Tue;Mar
103657;Mpumalanga;male;white;24;M-Net;Adult;2016/03/19;19:11:00;Afternoon;01:32:58;Sat;Mar
772685;Gauteng;male;black;36;Trace TV;Adult;2016/01/14;23:00:00;Night;01:30:33;Thu;Jan
772685;Gauteng;male;black;36;Cartoon Network;Adult;2016/01/22;09:58:00;Morning;01:30:20;Fri;Jan
772685;Gauteng;male;black;36;Channel O;Adult;2016/01/17;20:05:00;Night;01:31:06;Sun;Jan
772685;Gauteng;male;black;36;Supersport Live Events;Adult;2016/01/17;06:34:00;Morning;01:30:44;Sun;Jan
772685;Gauteng;male;black;36;Supersport Live Events;Adult;2016/01/09;17:18:00;Afternoon;02:06:10;Sat;Jan
596969;Gauteng;female;black;33;Cartoon Network;Adult;2016/01/04;19:43:00;Afternoon;01:31:47;Mon;Jan
596969;Gauteng;female;black;33;Trace TV;Adult;2016/01/08;22:54:00;Night;01:30:15;Fri;Jan
832751;Kwazulu Natal;male;indian_asian;22;Cartoon Network;Adult;2016/03/03;13:33:00;Midday;01:35:00;Thu;Mar
832751;Kwazulu Natal;male;indian_asian;22;Trace TV;Adult;2016/01/13;04:10:00;Morning;02:44:24;Wed;Jan
832751;Kwazulu Natal;male;indian_asian;22;Trace TV;Adult;2016/01/14;20:38:00;Night;01:43:33;Thu;Jan
832751;Kwazulu Natal;male;indian_asian;22;Trace TV;Adult;2016/01/09;02:01:00;Morning;01:32:45;Sat;Jan
832751;Kwazulu Natal;male;indian_asian;22;Cartoon Network;Adult;2016/02/28;09:20:00;Morning;01:36:11;Sun;Feb
809908;Eastern Cape;male;indian_asian;9;ICC Cricket World Cup 2011;Children;2016/02/20;21:56:00;Night;01:30:46;Sat;Feb
809908;Eastern Cape;male;indian_asian;9;ICC Cricket World Cup 2011;Children;2016/03/14;14:00:00;Midday;01:41:30;Mon;Mar
809908;Eastern Cape;male;indian_asian;9;ICC Cricket World Cup 2011;Children;2016/03/18;16:53:00;Afternoon;03:36:24;Fri;Mar
809908;Eastern Cape;male;indian_asian;9;ICC Cricket World Cup 2011;Children;2016/03/18;12:20:00;Midday;01:58:02;Fri;Mar
809908;Eastern Cape;male;indian_asian;9;Africa Magic;Children;2016/03/20;10:00:00;Morning;01:30:13;Sun;Mar
809908;Eastern Cape;male;indian_asian;9;ICC Cricket World Cup 2011;Children;2016/03/20;18:35:00;Afternoon;01:35:28;Sun;Mar
809908;Eastern Cape;male;indian_asian;9;ICC Cricket World Cup 2011;Children;2016/03/06;10:35:00;Morning;01:35:54;Sun;Mar
809908;Eastern Cape;male;indian_asian;9;Africa Magic;Children;2016/03/09;13:02:00;Midday;01:30:23;Wed;Mar
804459;Gauteng;female;black;30;SawSee;Adult;2016/03/02;17:59:00;Afternoon;01:31:16;Wed;Mar
804459;Gauteng;female;black;30;Trace TV;Adult;2016/03/06;22:21:00;Night;01:52:15;Sun;Mar
1107941;Gauteng;male;white;21;Trace TV;Adult;2016/01/19;12:24:00;Midday;01:31:00;Tue;Jan
268737;Gauteng;male;black;23;Supersport Live Events;Adult;2016/01/10;22:15:00;Night;01:31:36;Sun;Jan
867252;Gauteng;male;indian_asian;22;DStv Events 1;Adult;2016/03/09;19:26:00;Afternoon;01:31:45;Wed;Mar
1072207;Northern Cape;male;white;65;E! Entertainment;Old_Age;2016/01/10;19:43:00;Afternoon;01:30:00;Sun;Jan
793232;North West;male;black;27;Africa Magic;Adult;2016/02/16;09:21:00;Morning;01:30:16;Tue;Feb
927629;Gauteng;male;indian_asian;25;Supersport Live Events;Adult;2016/03/30;16:31:00;Afternoon;01:30:46;Wed;Mar
831314;North West;male;black;19;Cartoon Network;Teenager;2016/03/03;18:20:00;Afternoon;01:31:01;Thu;Mar
831314;North West;male;black;19;Cartoon Network;Teenager;2016/03/05;19:46:00;Afternoon;01:31:26;Sat;Mar
832862;Gauteng;male;black;33;SuperSport Blitz;Adult;2016/03/03;16:47:00;Afternoon;01:30:00;Thu;Mar
832862;Gauteng;male;black;33;Channel O;Adult;2016/02/01;17:06:00;Afternoon;01:57:03;Mon;Feb
832862;Gauteng;male;black;33;Trace TV;Adult;2016/03/01;11:58:00;Morning;01:34:57;Tue;Mar
582217;Mpumalanga;male;black;34;Channel O;Adult;2016/01/01;23:04:00;Night;01:30:27;Fri;Jan
940794;Mpumalanga;male;white;33;SuperSport Blitz;Adult;2016/03/30;10:54:00;Morning;01:30:54;Wed;Mar
940794;Mpumalanga;male;white;33;DStv Events 1;Adult;2016/03/29;23:58:00;Night;01:30:45;Tue;Mar
940797;Eastern Cape;male;coloured;44;Cartoon Network;Adult;2016/03/04;21:02:00;Night;01:30:26;Fri;Mar
940797;Eastern Cape;male;coloured;44;ICC Cricket World Cup 2011;Adult;2016/03/01;12:31:00;Midday;01:34:32;Tue;Mar
931222;Limpopo;male;indian_asian;26;ICC Cricket World Cup 2011;Adult;2016/03/30;06:53:00;Morning;01:30:22;Wed;Mar
931222;Limpopo;male;indian_asian;26;ICC Cricket World Cup 2011;Adult;2016/03/29;19:12:00;Afternoon;01:30:58;Tue;Mar
931222;Limpopo;male;indian_asian;26;Supersport Live Events;Adult;2016/03/29;19:40:00;Afternoon;01:31:20;Tue;Mar
940811;Kwazulu Natal;male;coloured;47;ICC Cricket World Cup 2011;Adult;2016/03/16;14:33:00;Midday;01:40:38;Wed;Mar
867337;None;None;None;0;ICC Cricket World Cup 2011;Children;2016/03/18;15:58:00;Midday;01:30:16;Fri;Mar
867340;Gauteng;male;black;27;Supersport Live Events;Adult;2016/03/24;16:46:00;Afternoon;02:05:42;Thu;Mar
867340;Gauteng;male;black;27;Cartoon Network;Adult;2016/03/14;16:12:00;Afternoon;01:32:00;Mon;Mar
867340;Gauteng;male;black;27;ICC Cricket World Cup 2011;Adult;2016/03/15;14:04:00;Midday;05:01:10;Tue;Mar
810051;Gauteng;female;indian_asian;22;Cartoon Network;Adult;2016/02/18;13:22:00;Midday;01:30:15;Thu;Feb
810051;Gauteng;female;indian_asian;22;SuperSport Blitz;Adult;2016/02/19;22:41:00;Night;01:33:30;Fri;Feb
810051;Gauteng;female;indian_asian;22;SuperSport Blitz;Adult;2016/02/18;14:28:00;Midday;01:30:26;Thu;Feb
810051;Gauteng;female;indian_asian;22;Cartoon Network;Adult;2016/02/18;20:17:00;Night;01:49:44;Thu;Feb
810051;Gauteng;female;indian_asian;22;E! Entertainment;Adult;2016/03/06;21:44:00;Night;01:30:42;Sun;Mar
810051;Gauteng;female;indian_asian;22;SuperSport Blitz;Adult;2016/02/27;21:18:00;Night;01:32:36;Sat;Feb
789766;Free State;male;black;18;Supersport Live Events;Teenager;2016/02/12;14:39:00;Midday;01:34:12;Fri;Feb
931322;Limpopo;male;indian_asian;30;Boomerang;Adult;2016/03/31;23:08:00;Night;01:30:54;Thu;Mar
832976;Gauteng;male;indian_asian;50;Supersport Live Events;Adult;2016/03/24;17:46:00;Afternoon;01:35:58;Thu;Mar
881496;Kwazulu Natal;male;indian_asian;42;ICC Cricket World Cup 2011;Adult;2016/03/05;21:05:00;Night;01:30:46;Sat;Mar
51888;Mpumalanga;female;black;24;SawSee;Adult;2016/01/06;09:02:00;Morning;01:30:47;Wed;Jan
51888;Mpumalanga;female;black;24;Cartoon Network;Adult;2016/01/08;08:05:00;Morning;01:30:34;Fri;Jan
892225;Western Cape;male;None;36;SuperSport Blitz;Adult;2016/03/22;20:42:00;Night;01:33:52;Tue;Mar
892225;Western Cape;male;None;36;Cartoon Network;Adult;2016/03/22;23:20:00;Night;01:30:00;Tue;Mar
927910;Gauteng;male;indian_asian;35;ICC Cricket World Cup 2011;Adult;2016/03/29;08:48:00;Morning;01:30:24;Tue;Mar
803004;None;None;None;0;ICC Cricket World Cup 2011;Children;2016/03/30;19:00:00;Afternoon;01:41:44;Wed;Mar
2370560;Eastern Cape;male;coloured;31;Boomerang;Adult;2016/01/05;02:49:00;Morning;01:30:37;Tue;Jan
2370560;Eastern Cape;male;coloured;31;Supersport Live Events;Adult;2016/01/06;05:47:00;Morning;01:39:36;Wed;Jan
2370560;Eastern Cape;male;coloured;31;ICC Cricket World Cup 2011;Adult;2016/03/05;13:26:00;Midday;01:30:58;Sat;Mar
821816;Gauteng;male;black;35;SuperSport Blitz;Adult;2016/02/04;21:51:00;Night;01:31:32;Thu;Feb
821816;Gauteng;male;black;35;SuperSport Blitz;Adult;2016/01/29;20:30:00;Night;01:30:24;Fri;Jan
831413;North West;male;black;25;SawSee;Adult;2016/03/13;07:58:00;Morning;01:30:14;Sun;Mar
831413;North West;male;black;25;Channel O;Adult;2016/03/14;18:11:00;Afternoon;01:30:48;Mon;Mar
831413;North West;male;black;25;Channel O;Adult;2016/03/04;06:15:00;Morning;01:32:03;Fri;Mar
831413;North West;male;black;25;E! Entertainment;Adult;2016/03/04;20:53:00;Night;01:30:40;Fri;Mar
831413;North West;male;black;25;Channel O;Adult;2016/03/12;22:21:00;Night;01:35:09;Sat;Mar
941003;Gauteng;male;black;24;CNN;Adult;2016/03/24;21:44:00;Night;01:31:11;Thu;Mar
941003;Gauteng;male;black;24;Boomerang;Adult;2016/03/31;15:09:00;Midday;01:30:00;Thu;Mar
941003;Gauteng;male;black;24;Channel O;Adult;2016/03/25;08:55:00;Morning;01:30:42;Fri;Mar
810168;Gauteng;male;black;32;SuperSport Blitz;Adult;2016/02/19;19:40:00;Afternoon;01:33:34;Fri;Feb
810169;Eastern Cape;male;white;31;Supersport Live Events;Adult;2016/02/19;17:28:00;Afternoon;01:30:34;Fri;Feb
810169;Eastern Cape;male;white;31;Cartoon Network;Adult;2016/02/19;17:32:00;Afternoon;01:31:34;Fri;Feb
810169;Eastern Cape;male;white;31;Trace TV;Adult;2016/02/21;15:19:00;Midday;01:35:36;Sun;Feb
893717;Limpopo;male;black;23;Africa Magic;Adult;2016/03/20;15:21:00;Midday;01:30:31;Sun;Mar
772983;Gauteng;male;None;46;Supersport Live Events;Adult;2016/02/04;15:49:00;Midday;01:30:04;Thu;Feb
893730;Eastern Cape;male;black;25;SuperSport Blitz;Adult;2016/03/19;16:42:00;Afternoon;01:30:26;Sat;Mar
893730;Eastern Cape;male;black;25;SawSee;Adult;2016/03/19;15:33:00;Midday;01:30:51;Sat;Mar
893730;Eastern Cape;male;black;25;Channel O;Adult;2016/03/25;11:24:00;Morning;01:31:00;Fri;Mar
773002;Gauteng;male;black;25;Cartoon Network;Adult;2016/02/09;12:53:00;Midday;01:32:07;Tue;Feb
773002;Gauteng;male;black;25;Trace TV;Adult;2016/02/09;08:29:00;Morning;01:31:21;Tue;Feb
773002;Gauteng;male;black;25;Channel O;Adult;2016/02/09;09:14:00;Morning;01:34:03;Tue;Feb
773002;Gauteng;male;black;25;kykNET;Adult;2016/02/03;19:33:00;Afternoon;01:31:30;Wed;Feb
773002;Gauteng;male;black;25;Boomerang;Adult;2016/02/03;19:40:00;Afternoon;01:30:29;Wed;Feb
773002;Gauteng;male;black;25;Cartoon Network;Adult;2016/02/03;20:20:00;Night;01:31:47;Wed;Feb
849265;Gauteng;male;None;22;Channel O;Adult;2016/03/07;06:42:00;Morning;01:30:00;Mon;Mar
2370690;Limpopo;male;indian_asian;26;SuperSport Blitz;Adult;2016/02/14;10:11:00;Morning;01:39:22;Sun;Feb
941116;Mpumalanga;male;indian_asian;31;ICC Cricket World Cup 2011;Adult;2016/03/30;18:51:00;Afternoon;03:11:50;Wed;Mar
941116;Mpumalanga;male;indian_asian;31;ICC Cricket World Cup 2011;Adult;2016/03/30;13:08:00;Midday;01:30:30;Wed;Mar
941116;Mpumalanga;male;indian_asian;31;Africa Magic;Adult;2016/03/29;21:49:00;Night;01:31:32;Tue;Mar
773052;Gauteng;male;coloured;49;Supersport Live Events;Adult;2016/02/07;17:19:00;Afternoon;01:30:42;Sun;Feb
809331;Western Cape;male;indian_asian;49;SuperSport Blitz;Adult;2016/02/14;01:43:00;Morning;01:41:06;Sun;Feb
2361615;Mpumalanga;male;None;44;Africa Magic;Adult;2016/01/04;04:59:00;Morning;01:47:54;Mon;Jan
773059;Mpumalanga;male;black;38;MK;Adult;2016/02/03;02:30:00;Morning;01:31:31;Wed;Feb
794647;Gauteng;male;white;40;Cartoon Network;Adult;2016/02/19;18:33:00;Afternoon;01:41:29;Fri;Feb
794647;Gauteng;male;white;40;Boomerang;Adult;2016/01/02;11:33:00;Morning;01:36:45;Sat;Jan
794647;Gauteng;male;white;40;Africa Magic;Adult;2016/01/04;18:16:00;Afternoon;01:30:07;Mon;Jan
925648;Gauteng;male;indian_asian;34;Supersport Live Events;Adult;2016/03/30;16:46:00;Afternoon;01:31:34;Wed;Mar
931586;Gauteng;male;indian_asian;33;Boomerang;Adult;2016/03/31;01:04:00;Morning;01:30:11;Thu;Mar
907264;Gauteng;male;black;32;Africa Magic;Adult;2016/03/26;15:58:00;Midday;01:45:47;Sat;Mar
810307;Eastern Cape;male;indian_asian;22;ICC Cricket World Cup 2011;Adult;2016/02/24;11:31:00;Morning;01:33:30;Wed;Feb
810307;Eastern Cape;male;indian_asian;22;ICC Cricket World Cup 2011;Adult;2016/02/24;13:04:00;Midday;01:33:58;Wed;Feb
810307;Eastern Cape;male;indian_asian;22;ICC Cricket World Cup 2011;Adult;2016/02/24;11:15:00;Morning;01:33:26;Wed;Feb
582393;Kwazulu Natal;male;indian_asian;30;Trace TV;Adult;2016/01/01;16:57:00;Afternoon;01:30:15;Fri;Jan
623435;Kwazulu Natal;male;white;46;Supersport Live Events;Adult;2016/01/21;06:06:00;Morning;01:30:00;Thu;Jan
780483;Mpumalanga;male;black;29;Supersport Live Events;Adult;2016/01/15;18:26:00;Afternoon;01:33:14;Fri;Jan
780483;Mpumalanga;male;black;29;Boomerang;Adult;2016/01/18;13:29:00;Midday;01:47:15;Mon;Jan
2259942;Mpumalanga;male;black;26;Vuzu;Adult;2016/02/21;21:16:00;Night;01:31:40;Sun;Feb
2259942;Mpumalanga;male;black;26;Channel O;Adult;2016/02/21;21:48:00;Night;01:32:39;Sun;Feb
2259942;Mpumalanga;male;black;26;Channel O;Adult;2016/02/05;15:06:00;Midday;02:16:27;Fri;Feb
2259942;Mpumalanga;male;black;26;SawSee;Adult;2016/02/06;22:18:00;Night;01:30:00;Sat;Feb
2259942;Mpumalanga;male;black;26;Channel O;Adult;2016/03/16;18:08:00;Afternoon;01:45:33;Wed;Mar
2259942;Mpumalanga;male;black;26;Africa Magic;Adult;2016/03/01;16:06:00;Afternoon;01:33:47;Tue;Mar
2288634;Western Cape;male;coloured;25;ICC Cricket World Cup 2011;Adult;2016/02/22;17:23:00;Afternoon;01:48:54;Mon;Feb
2288634;Western Cape;male;coloured;25;Supersport Live Events;Adult;2016/02/25;11:51:00;Morning;01:34:16;Thu;Feb
810333;Limpopo;male;indian_asian;24;E! Entertainment;Adult;2016/02/21;21:51:00;Night;01:31:56;Sun;Feb
810333;Limpopo;male;indian_asian;24;ICC Cricket World Cup 2011;Adult;2016/02/25;09:39:00;Morning;02:08:26;Thu;Feb
928256;Gauteng;male;coloured;20;ICC Cricket World Cup 2011;Adult;2016/03/30;11:11:00;Morning;01:36:24;Wed;Mar
928256;Gauteng;male;coloured;20;ICC Cricket World Cup 2011;Adult;2016/03/30;16:54:00;Afternoon;02:28:02;Wed;Mar
833257;Kwazulu Natal;male;indian_asian;30;Break in transmission;Adult;2016/03/01;21:43:00;Night;01:30:15;Tue;Mar
810346;Kwazulu Natal;male;black;30;Channel O;Adult;2016/02/18;17:55:00;Afternoon;02:22:12;Thu;Feb
2415188;Gauteng;male; ;37;ICC Cricket World Cup 2011;Adult;2016/03/30;08:13:00;Morning;01:35:46;Wed;Mar
2415188;Gauteng;male; ;37;CNN;Adult;2016/03/30;09:34:00;Morning;01:30:47;Wed;Mar
893882;Kwazulu Natal;male;indian_asian;33;Supersport Live Events;Adult;2016/03/24;15:42:00;Midday;02:06:10;Thu;Mar
867693;None;None;None;0;SawSee;Children;2016/03/14;23:47:00;Night;01:30:26;Mon;Mar
2428163;Western Cape;male;black;48;Supersport Live Events;Adult;2016/02/19;20:12:00;Night;01:31:04;Fri;Feb
822062;Free State;male;coloured;27;Africa Magic;Adult;2016/02/20;21:25:00;Night;01:30:18;Sat;Feb
822062;Free State;male;coloured;27;Boomerang;Adult;2016/02/16;09:09:00;Morning;01:30:23;Tue;Feb
822062;Free State;male;coloured;27;Supersport Live Events;Adult;2016/02/17;16:52:00;Afternoon;01:30:30;Wed;Feb
822067;Gauteng;male;coloured;38;Supersport Live Events;Adult;2016/03/08;01:36:00;Morning;01:30:34;Tue;Mar
822067;Gauteng;male;coloured;38;ICC Cricket World Cup 2011;Adult;2016/03/20;16:41:00;Afternoon;01:31:06;Sun;Mar
820119;Limpopo;male;indian_asian;25;Trace TV;Adult;2016/03/24;08:33:00;Morning;01:30:12;Thu;Mar
820119;Limpopo;male;indian_asian;25;Supersport Live Events;Adult;2016/03/24;11:23:00;Morning;01:38:10;Thu;Mar
773163;Western Cape;female;black;26;Boomerang;Adult;2016/02/06;10:53:00;Morning;01:33:50;Sat;Feb
773163;Western Cape;female;black;26;E! Entertainment;Adult;2016/02/28;23:54:00;Night;01:59:34;Sun;Feb
773163;Western Cape;female;black;26;ICC Cricket World Cup 2011;Adult;2016/02/28;15:26:00;Midday;01:35:00;Sun;Feb
893914;Mpumalanga;male;black;39;CNN;Adult;2016/02/21;15:54:00;Midday;01:31:24;Sun;Feb
893914;Mpumalanga;male;black;39;Africa Magic;Adult;2016/02/21;14:05:00;Midday;01:30:15;Sun;Feb
804936;Gauteng;male;black;38;CNN;Adult;2016/02/21;09:26:00;Morning;01:30:34;Sun;Feb
2361784;Western Cape;male;coloured;26;Trace TV;Adult;2016/01/03;14:23:00;Midday;01:34:30;Sun;Jan
803159;Gauteng;male;black;30;Trace TV;Adult;2016/03/19;13:41:00;Midday;01:30:33;Sat;Mar
803159;Gauteng;male;black;30;SuperSport Blitz;Adult;2016/03/20;14:36:00;Midday;01:30:32;Sun;Mar
780546;Gauteng;male;black;45;CNN;Adult;2016/03/06;14:07:00;Midday;01:51:27;Sun;Mar
780546;Gauteng;male;black;45;CNN;Adult;2016/03/20;17:49:00;Afternoon;02:19:21;Sun;Mar
780546;Gauteng;male;black;45;CNN;Adult;2016/03/25;21:56:00;Night;01:55:09;Fri;Mar
2361806;Limpopo;male;black;25;Channel O;Adult;2016/03/18;15:21:00;Midday;01:38:18;Fri;Mar
2361806;Limpopo;male;black;25;Africa Magic;Adult;2016/03/10;08:44:00;Morning;01:30:01;Thu;Mar
720646;North West;male;white;25;Supersport Live Events;Adult;2016/01/19;12:23:00;Midday;01:30:16;Tue;Jan
